image_name,dice_unet,dice_attn,delta_dice
1419,0.9817854780019867,0.9835574553056085,0.0017719773036217745
1540,0.9744025771698674,0.9760201490010172,0.0016175718311497445
1100,0.9623092480235387,0.9638785519862242,0.0015693039626855088
1455,0.9391427853845741,0.9407059762476954,0.0015631908631212887
1445,0.9483717235901579,0.9499339462403346,0.0015622226501766923
1488,0.9676291996989739,0.9691528117485594,0.0015236120495855099
1159,0.9711958411674926,0.9726502288498466,0.0014543876823540636
1302,0.9632894220373673,0.9646706916990624,0.0013812696616950504
1575,0.983469351069568,0.9848069091014136,0.0013375580318455427
1666,0.9774083646616555,0.9787439613526583,0.001335596691002805
1516,0.947957965130168,0.9492837414399493,0.001325776309781368
1276,0.9733412977589007,0.974595356164233,0.0012540584053323256
1386,0.9697613325135567,0.9709790462138064,0.0012177137002497007
1348,0.9243216348545976,0.9254883257094596,0.0011666908548619848
1166,0.9729096839355923,0.97406388447579,0.0011542005401976585
1607,0.9732144793632223,0.9743191339514573,0.0011046545882350545
1519,0.8983550442141359,0.8994503718073132,0.0010953275931773199
1655,0.9570796100430935,0.9581429897864469,0.0010633797433533543
1451,0.906838228607809,0.90788442367839,0.001046195070580902
1391,0.970281139315233,0.9712284862070909,0.0009473468918579364
1493,0.9731465985495773,0.9740121374796203,0.0008655389300430416
1674,0.9800156094487301,0.9808372493453398,0.0008216398966096605
1281,0.9358617892391745,0.9366375007340456,0.0007757114948711008
1652,0.9721268693645607,0.9728598638035864,0.000732994439025636
1300,0.9740718871689867,0.9747993531384781,0.0007274659694913588
1125,0.9120104093986392,0.9126724815562015,0.0006620721575623101
1615,0.9768235932280825,0.9773866191797097,0.0005630259516271607
1453,0.9628012971008033,0.963335670392216,0.0005343732914127042
1033,0.9694393550751214,0.9699278592850796,0.0004885042099582737
1351,0.8835318585744097,0.8840128635105758,0.0004810049361660962
1375,0.9735791109652588,0.9740415036994611,0.0004623927342022327
1046,0.979696537377629,0.9801150416213251,0.00041850424369616057
1110,0.9718518909433956,0.9722698023239683,0.0004179113805726775
1523,0.9706020199049807,0.9709645306393361,0.00036251073435533687
1059,0.9596849078592331,0.9600355017750912,0.0003505939158581217
1449,0.9797228300510589,0.9800659577589684,0.00034312770790956293
1052,0.9606634539952971,0.9609945418983584,0.0003310879030613556
1596,0.9742881518609378,0.9745630713372663,0.00027491947632851677
1171,0.9237748153831472,0.9240452969016533,0.0002704815185060605
1331,0.960408594575557,0.9606730995528383,0.00026450497728125466
1341,0.9720813030953211,0.9723011647920604,0.00021986169673926526
1179,0.9344303206433852,0.9345483474361809,0.00011802679279571127
1041,0.8079580057265137,0.8080743278076495,0.00011632208113587783
1462,0.9178582870742749,0.9179169070975242,5.86200232493006e-05
1308,0.9696892872322203,0.9696579693661493,-3.131786607091236e-05
1491,0.9680371654978628,0.9680051181675967,-3.204733026607176e-05
1362,0.976324828263005,0.9762894330465496,-3.539521645545829e-05
1142,0.9345944609297766,0.9345551036603552,-3.935726942139173e-05
1653,0.9863019379094915,0.9862616595582381,-4.027835125341994e-05
1350,0.9344460520154093,0.9344030601123681,-4.2991903041245116e-05
1639,0.9810349694419475,0.9809710681222605,-6.390131968692092e-05
1060,0.9821745062287234,0.9820827811193813,-9.172510934207789e-05
1565,0.9637656301497963,0.9635446939078978,-0.00022093624189856165
1605,0.9810825013137162,0.9807991578176503,-0.00028334349606595755
1026,0.9743951249696505,0.9740680078054611,-0.0003271171641894277
1534,0.9492094206477576,0.9488271039141835,-0.00038231673357413953
1324,0.9719327197715029,0.9714842829014043,-0.00044843687009854527
1083,0.9631225912741634,0.9625955775986801,-0.0005270136754833565
1703,0.9821248529658899,0.9815804734039768,-0.0005443795619131109
1574,0.9783231388930346,0.9777409654287286,-0.0005821734643060017
1373,0.9455115526057501,0.9448605095588438,-0.00065104304690633
1470,0.9656665202416671,0.9648980736981065,-0.0007684465435605636
1244,0.9452972587315981,0.944517285818351,-0.0007799729132470512
1553,0.9790607563546203,0.9782485194206886,-0.0008122369339317315
1611,0.9611036172528192,0.9602464044269295,-0.0008572128258896861
1289,0.9628855283428205,0.9619465181498628,-0.0009390101929577233
1102,0.9614050153396565,0.9603593455572039,-0.001045669782452574
1626,0.9682555200201131,0.967177058963621,-0.0010784610564920083
1056,0.8608966989653543,0.8597148465133032,-0.0011818524520510465
1299,0.9621373111620131,0.9609420349946131,-0.0011952761674000056
1536,0.8976656061201945,0.8964653372687426,-0.0012002688514519688
1356,0.9579643093192355,0.9566878202320463,-0.0012764890871891366
1326,0.9060098494560447,0.9044644367984724,-0.0015454126575722427
1065,0.8992519162251417,0.8976531513131087,-0.001598764912032924
1233,0.9765153281502523,0.9747723978436854,-0.0017429303065669144
1045,0.9621760234453733,0.9603926123645233,-0.0017834110808500059
1457,0.971199554971176,0.9693403412553341,-0.0018592137158419675
1676,0.9539731940382576,0.952065934753374,-0.0019072592848836667
1288,0.9235923912215832,0.9215970989774263,-0.0019952922441569543
1248,0.964536012259495,0.9623519314474132,-0.002184080812081879
1305,0.8733653666788964,0.8710746043123739,-0.0022907623665224808
1556,0.9123452102609252,0.9099979186389302,-0.0023472916219949846
1304,0.9449280067090075,0.9423694508163579,-0.0025585558926495278
1363,0.9731155812975616,0.9702787898636774,-0.002836791433884156
1115,0.947236666358654,0.9443882709807934,-0.0028483953778606352
1175,0.9357104465943555,0.9327343205950728,-0.0029761259992827638
1224,0.9451063158310047,0.9410201128208215,-0.004086203010183143
1062,0.914948210676255,0.9093926740314066,-0.0055555366448484245
1459,0.917917047323229,0.91232665072651,-0.005590396596719005
1683,0.9617989036626807,0.9558462565713414,-0.005952647091339358
1211,0.9555324521015919,0.9493657956245637,-0.006166656477028187
1679,0.894162890451681,0.8877435371579837,-0.00641935329369725
1396,0.9710058414701764,0.964062008408892,-0.006943833061284432
1393,0.9538636626330383,0.9459645408838364,-0.007899121749201932
1479,0.9014331320702424,0.8930835036193076,-0.008349628450934898
1410,0.9011934943189079,0.888947498277177,-0.012245996041730933
